Giornata;Squadra;Modulo;Giocatore;Titolare;PanchinaOrdine
7;Sinuoso;3-4-3;Heggem;NO;2
7;Sinuoso;3-4-3;Nkunku;NO;3
7;Sinuoso;3-4-3;Ricci S.;NO;4
7;Sinuoso;3-4-3;Vlasic;NO;5
7;Sinuoso;3-4-3;Sommer;NO;6
7;Sinuoso;3-4-3;Bastoni;NO;7
7;Sinuoso;3-4-3;Martinez Jo.;NO;8
7;Sinuoso;3-4-3;Olivera;NO;9
7;Sinuoso;3-4-3;Martinez L.;NO;10
7;Sinuoso;3-4-3;De Roon;NO;11
7;Sinuoso;3-4-3;Mancini;NO;12
7;Sinuoso;3-4-3;Spinazzola;NO;13
7;Sinuoso;3-4-3;Laurientè;NO;14
7;Makumba FC;3-4-3;Di Gregorio;SI;0
7;Makumba FC;3-4-3;Pavlovic;SI;0
7;Makumba FC;3-4-3;Dimarco;SI;0
7;Makumba FC;3-4-3;Tomori;SI;0
7;Makumba FC;3-4-3;Zielinski;SI;0
7;Makumba FC;3-4-3;Mandragora;SI;0
7;Makumba FC;3-4-3;Loftus-Cheek;SI;0
7;Makumba FC;3-4-3;Taylor K.;SI;0
7;Makumba FC;3-4-3;Orban G.;SI;0
7;Makumba FC;3-4-3;Piccoli;SI;0
7;Makumba FC;3-4-3;Adams C.;SI;0
7;Makumba FC;3-4-3;Rodriguez Je.;NO;1
7;Makumba FC;3-4-3;Kean;NO;2
7;Makumba FC;3-4-3;Pulisic;NO;3
7;Makumba FC;3-4-3;Zappacosta;NO;4
7;Makumba FC;3-4-3;Pinamonti;NO;5
7;Makumba FC;3-4-3;Bellanova;NO;6
7;Makumba FC;3-4-3;Skorupski;NO;7
7;Makumba FC;3-4-3;Politano;NO;8
7;Makumba FC;3-4-3;Gabbia;NO;9
7;Makumba FC;3-4-3;Perin;NO;10
7;Makumba FC;3-4-3;Estupinan;NO;11
7;Makumba FC;3-4-3;Rowe;NO;12
7;Makumba FC;3-4-3;Bartesaghi;NO;13
7;Makumba FC;3-4-3;Fofana Y.;NO;14
7;Nhamass dstrunz;3-4-3;Bijlow;SI;0
7;Nhamass dstrunz;3-4-3;Celik;SI;0
7;Nhamass dstrunz;3-4-3;Valle;SI;0
7;Nhamass dstrunz;3-4-3;Tavares N.;SI;0
7;Nhamass dstrunz;3-4-3;Perrone;SI;0
7;Nhamass dstrunz;3-4-3;Ekkelenkamp;SI;0
7;Nhamass dstrunz;3-4-3;Da Cunha;SI;0
7;Nhamass dstrunz;3-4-3;Zaccagni;SI;0
7;Nhamass dstrunz;3-4-3;Berardi;SI;0
7;Nhamass dstrunz;3-4-3;Dybala;SI;0
7;Nhamass dstrunz;3-4-3;Krstovic;SI;0
7;Nhamass dstrunz;3-4-3;Tourè I.;NO;1
7;Nhamass dstrunz;3-4-3;Sportiello;NO;2
7;Nhamass dstrunz;3-4-3;Kilicsoy;NO;3
7;Nhamass dstrunz;3-4-3;Ramon;NO;4
7;Nhamass dstrunz;3-4-3;Soulè;NO;5
7;Nhamass dstrunz;3-4-3;Kempf;NO;6
7;Nhamass dstrunz;3-4-3;Konè I.;NO;7
7;Nhamass dstrunz;3-4-3;Rrahmani;NO;8
7;Nhamass dstrunz;3-4-3;Malinovskyi;NO;9
7;Nhamass dstrunz;3-4-3;Kossounou;NO;10
7;Nhamass dstrunz;3-4-3;Scamacca;NO;11
7;Nhamass dstrunz;3-4-3;Carnesecchi;NO;12
7;Nhamass dstrunz;3-4-3;Pasalic;NO;13
7;Nhamass dstrunz;3-4-3;Kelly L.;NO;14
7;Reazione di Mallard;3-4-3;Caprile;SI;0
7;Reazione di Mallard;3-4-3;Martin;SI;0
7;Reazione di Mallard;3-4-3;Solet;SI;0
7;Reazione di Mallard;3-4-3;Lucumì;SI;0
7;Reazione di Mallard;3-4-3;Atta;SI;0
7;Reazione di Mallard;3-4-3;Matic;SI;0
7;Reazione di Mallard;3-4-3;Cristante;SI;0
7;Reazione di Mallard;3-4-3;Baturina;SI;0
7;Reazione di Mallard;3-4-3;Lukaku;SI;0
7;Reazione di Mallard;3-4-3;Vitinha O.;SI;0
7;Reazione di Mallard;3-4-3;Solomon;SI;0
7;Reazione di Mallard;3-4-3;Hien;NO;1
7;Reazione di Mallard;3-4-3;Rabiot;NO;2
7;Reazione di Mallard;3-4-3;Wesley;NO;3
7;Reazione di Mallard;3-4-3;Simeone;NO;4
7;Reazione di Mallard;3-4-3;Gosens;NO;5
7;Reazione di Mallard;3-4-3;Durosinmi;NO;6
7;Reazione di Mallard;3-4-3;Provedel;NO;7
7;Reazione di Mallard;3-4-3;Ederson D.S.;NO;8
7;Reazione di Mallard;3-4-3;Zaniolo;NO;9
7;Reazione di Mallard;3-4-3;David;NO;10
7;Reazione di Mallard;3-4-3;Gudmundsson A.;NO;11
7;Reazione di Mallard;3-4-3;Butez;NO;12
7;Reazione di Mallard;3-4-3;Coco;NO;13
7;Reazione di Mallard;3-4-3;Doig;NO;14
7;Vietato Sognare FC;3-4-3;Gollini;SI;0
7;Vietato Sognare FC;3-4-3;Dumfries;SI;0
7;Vietato Sognare FC;3-4-3;Carlos Augusto;SI;0
7;Vietato Sognare FC;3-4-3;Kristensen T.;SI;0
7;Vietato Sognare FC;3-4-3;Pellegrini Lo.;SI;0
7;Vietato Sognare FC;3-4-3;Santos A.;SI;0
7;Vietato Sognare FC;3-4-3;Zambo Anguissa;SI;0
7;Vietato Sognare FC;3-4-3;Modric;SI;0
7;Vietato Sognare FC;3-4-3;Moreo;SI;0
7;Vietato Sognare FC;3-4-3;Castro S.;SI;0
7;Vietato Sognare FC;3-4-3;Ratkov;SI;0
7;Vietato Sognare FC;3-4-3;Muharemovic;NO;1
7;Vietato Sognare FC;3-4-3;Maldini;NO;2
7;Vietato Sognare FC;3-4-3;Valeri;NO;3
7;Vietato Sognare FC;3-4-3;Muric;NO;4
7;Vietato Sognare FC;3-4-3;Maripan;NO;5
7;Vietato Sognare FC;3-4-3;Hojlund;NO;6
7;Vietato Sognare FC;3-4-3;Bremer;NO;7
7;Vietato Sognare FC;3-4-3;Bonazzoli;NO;8
7;Vietato Sognare FC;3-4-3;Bernabè;NO;9
7;Vietato Sognare FC;3-4-3;Casadei;NO;10
7;Vietato Sognare FC;3-4-3;Zortea;NO;11
7;Vietato Sognare FC;3-4-3;Zalewski;NO;12
7;Vietato Sognare FC;3-4-3;Malen;NO;13
7;Vietato Sognare FC;3-4-3;Svilar;NO;14
8;ARCORE FC;3-4-3;Audero;SI;0
8;ARCORE FC;3-4-3;Cambiaso;SI;0
8;ARCORE FC;3-4-3;Ostigard;SI;0
8;ARCORE FC;3-4-3;Di Lorenzo;SI;0
8;ARCORE FC;3-4-3;Orsolini;SI;0
8;ARCORE FC;3-4-3;Konè M.;SI;0
8;ARCORE FC;3-4-3;Cataldi;SI;0
8;ARCORE FC;3-4-3;Sucic P.;SI;0
8;ARCORE FC;3-4-3;Sanabria;SI;0
8;ARCORE FC;3-4-3;Esposito Se.;SI;0
8;ARCORE FC;3-4-3;Pedro;SI;0
8;ARCORE FC;3-4-3;Okoye;NO;1
8;ARCORE FC;3-4-3;Bisseck;NO;2
8;ARCORE FC;3-4-3;Thorsby;NO;3
8;ARCORE FC;3-4-3;McTominay;NO;4
8;ARCORE FC;3-4-3;Bonny;NO;5
8;ARCORE FC;3-4-3;Akanji;NO;6
8;ARCORE FC;3-4-3;Colombo;NO;7
8;ARCORE FC;3-4-3;Zaragoza;NO;8
8;ARCORE FC;3-4-3;Thuram;NO;9
8;ARCORE FC;3-4-3;N'Dicka;NO;10
8;ARCORE FC;3-4-3;Cuadrado;NO;11
8;ARCORE FC;3-4-3;Falcone;NO;12
8;ARCORE FC;3-4-3;De Winter;NO;13
8;ARCORE FC;3-4-3;Tramoni M.;NO;14
8;FC San Marco Evangelista;3-4-3;Maignan;SI;0
8;FC San Marco Evangelista;3-4-3;Palestra;SI;0
8;FC San Marco Evangelista;3-4-3;Norton-Cuffy;SI;0
8;FC San Marco Evangelista;3-4-3;Kalulu;SI;0
8;FC San Marco Evangelista;3-4-3;Odgaard;SI;0
8;FC San Marco Evangelista;3-4-3;Brescianini;SI;0
8;FC San Marco Evangelista;3-4-3;Miretti;SI;0
8;FC San Marco Evangelista;3-4-3;Paz N.;SI;0
8;FC San Marco Evangelista;3-4-3;Yildiz;SI;0
8;FC San Marco Evangelista;3-4-3;Boga;SI;0
8;FC San Marco Evangelista;3-4-3;De Ketelaere;SI;0
8;FC San Marco Evangelista;3-4-3;Suzuki;NO;1
8;FC San Marco Evangelista;3-4-3;Buongiorno;NO;2
8;FC San Marco Evangelista;3-4-3;Iling Junior;NO;3
8;FC San Marco Evangelista;3-4-3;Gila;NO;4
8;FC San Marco Evangelista;3-4-3;Ranieri L.;NO;5
8;FC San Marco Evangelista;3-4-3;Ferguson E.;NO;6
8;FC San Marco Evangelista;3-4-3;Circati;NO;7
8;FC San Marco Evangelista;3-4-3;Saelemaekers;NO;8
8;FC San Marco Evangelista;3-4-3;Delprato;NO;9
8;FC San Marco Evangelista;3-4-3;Pellegrino M.;NO;10
8;FC San Marco Evangelista;3-4-3;Cancellieri;NO;11
8;FC San Marco Evangelista;3-4-3;Terracciano;NO;12
8;FC San Marco Evangelista;3-4-3;Dele-Bashiru;NO;13
8;FC San Marco Evangelista;3-4-3;Barella;NO;14
8;FC bianchi;3-4-3;Milinkovic-Savic V.;SI;0
8;FC bianchi;3-4-3;Mina;SI;0
8;FC bianchi;3-4-3;Romagnoli;SI;0
8;FC bianchi;3-4-3;Diego Carlos;SI;0
8;FC bianchi;3-4-3;McKennie;SI;0
8;FC bianchi;3-4-3;Isaksen;SI;0
8;FC bianchi;3-4-3;Thuram K.;SI;0
8;FC bianchi;3-4-3;Harroui;SI;0
8;FC bianchi;3-4-3;Leao;SI;0
8;FC bianchi;3-4-3;Fullkrug;SI;0
8;FC bianchi;3-4-3;Raspadori;SI;0
8;FC bianchi;3-4-3;Zapata D.;NO;1
8;FC bianchi;3-4-3;Vasquez;NO;2
8;FC bianchi;3-4-3;Scalvini;NO;3
8;FC bianchi;3-4-3;Strefezza;NO;4
8;FC bianchi;3-4-3;Meret;NO;5
8;FC bianchi;3-4-3;Dodò;NO;6
8;FC bianchi;3-4-3;Davis K.;NO;7
8;FC bianchi;3-4-3;Contini;NO;8
8;FC bianchi;3-4-3;Comuzzo;NO;9
8;FC bianchi;3-4-3;Vardy;NO;10
8;FC bianchi;3-4-3;Mkhitaryan;NO;11
8;FC bianchi;3-4-3;Baschirotto;NO;12
8;FC bianchi;3-4-3;Sottil;NO;13
8;FC bianchi;3-4-3;Rovella;NO;14
8;Sinuoso;3-4-3;Di Gennaro;SI;0
8;Sinuoso;3-4-3;Olivera;SI;0
8;Sinuoso;3-4-3;Caracciolo A.;SI;0
8;Sinuoso;3-4-3;Mancini;SI;0
8;Sinuoso;3-4-3;Conceicao;SI;0
8;Sinuoso;3-4-3;Ricci S.;SI;0
8;Sinuoso;3-4-3;Thorstvedt;SI;0
8;Sinuoso;3-4-3;De Roon;SI;0
8;Sinuoso;3-4-3;Nzola;SI;0
8;Sinuoso;3-4-3;Laurientè;SI;0
8;Sinuoso;3-4-3;Esposito F.P.;SI;0
8;Sinuoso;3-4-3;Douvikas;NO;1
8;Sinuoso;3-4-3;Vlasic;NO;2
8;Sinuoso;3-4-3;Nkunku;NO;3
8;Sinuoso;3-4-3;Bastoni;NO;4
8;Sinuoso;3-4-3;Martinez L.;NO;5
8;Sinuoso;3-4-3;Sommer;NO;6
8;Sinuoso;3-4-3;Heggem;NO;7
8;Sinuoso;3-4-3;Calhanoglu;NO;8
8;Sinuoso;3-4-3;Martinez Jo.;NO;9
8;Sinuoso;3-4-3;Locatelli;NO;10
8;Sinuoso;3-4-3;Spinazzola;NO;11
8;Sinuoso;3-4-3;Holm;NO;12
8;Sinuoso;3-4-3;Darmian;NO;13
8;Sinuoso;3-4-3;Vergara;NO;14
8;Makumba FC;3-4-3;Skorupski;SI;0
8;Makumba FC;3-4-3;Dimarco;SI;0
8;Makumba FC;3-4-3;Bellanova;SI;0
8;Makumba FC;3-4-3;Estupinan;SI;0
8;Makumba FC;3-4-3;Fofana Y.;SI;0
8;Makumba FC;3-4-3;Taylor K.;SI;0
8;Makumba FC;3-4-3;Zielinski;SI;0
8;Makumba FC;3-4-3;Pulisic;SI;0
8;Makumba FC;3-4-3;Piccoli;SI;0
8;Makumba FC;3-4-3;Orban G.;SI;0
8;Makumba FC;3-4-3;Pinamonti;SI;0
8;Makumba FC;3-4-3;Zappacosta;NO;1
8;Makumba FC;3-4-3;Kean;NO;2
8;Makumba FC;3-4-3;Perin;NO;3
8;Makumba FC;3-4-3;Bartesaghi;NO;4
8;Makumba FC;3-4-3;Politano;NO;5
8;Makumba FC;3-4-3;Rowe;NO;6
8;Makumba FC;3-4-3;Adams C.;NO;7
8;Makumba FC;3-4-3;Gabbia;NO;8
8;Makumba FC;3-4-3;Mandragora;NO;9
8;Makumba FC;3-4-3;Di Gregorio;NO;10
8;Makumba FC;3-4-3;Pavlovic;NO;11
8;Makumba FC;3-4-3;Rodriguez Je.;NO;12
8;Makumba FC;3-4-3;Loftus-Cheek;NO;13
8;Makumba FC;3-4-3;Tomori;NO;14
8;Nhamass dstrunz;3-4-3;Bijlow;SI;0
8;Nhamass dstrunz;3-4-3;Valle;SI;0
8;Nhamass dstrunz;3-4-3;Rrahmani;SI;0
8;Nhamass dstrunz;3-4-3;Kossounou;SI;0
8;Nhamass dstrunz;3-4-3;Da Cunha;SI;0
8;Nhamass dstrunz;3-4-3;Konè I.;SI;0
8;Nhamass dstrunz;3-4-3;Tourè I.;SI;0
8;Nhamass dstrunz;3-4-3;Perrone;SI;0
8;Nhamass dstrunz;3-4-3;Krstovic;SI;0
8;Nhamass dstrunz;3-4-3;Kilicsoy;SI;0
8;Nhamass dstrunz;3-4-3;Dybala;SI;0
8;Nhamass dstrunz;3-4-3;Carnesecchi;NO;1
8;Nhamass dstrunz;3-4-3;Tavares N.;NO;2
8;Nhamass dstrunz;3-4-3;Soulè;NO;3
8;Nhamass dstrunz;3-4-3;Zaccagni;NO;4
8;Nhamass dstrunz;3-4-3;Kempf;NO;5
8;Nhamass dstrunz;3-4-3;Pasalic;NO;6
8;Nhamass dstrunz;3-4-3;Ramon;NO;7
8;Nhamass dstrunz;3-4-3;Scamacca;NO;8
8;Nhamass dstrunz;3-4-3;Celik;NO;9
8;Nhamass dstrunz;3-4-3;Sportiello;NO;10
8;Nhamass dstrunz;3-4-3;Kelly L.;NO;11
8;Nhamass dstrunz;3-4-3;Berardi;NO;12
8;Nhamass dstrunz;3-4-3;Ekkelenkamp;NO;13
8;Nhamass dstrunz;3-4-3;Malinovskyi;NO;14
8;Reazione di Mallard;3-4-3;Provedel;SI;0
8;Reazione di Mallard;3-4-3;Solet;SI;0
8;Reazione di Mallard;3-4-3;Gosens;SI;0
8;Reazione di Mallard;3-4-3;Martin;SI;0
8;Reazione di Mallard;3-4-3;Cristante;SI;0
8;Reazione di Mallard;3-4-3;Baturina;SI;0
8;Reazione di Mallard;3-4-3;Gudmundsson A.;SI;0
8;Reazione di Mallard;3-4-3;Ederson D.S.;SI;0
8;Reazione di Mallard;3-4-3;Lukaku;SI;0
8;Reazione di Mallard;3-4-3;Vitinha O.;SI;0
8;Reazione di Mallard;3-4-3;Solomon;SI;0
8;Reazione di Mallard;3-4-3;Zaniolo;NO;1
8;Reazione di Mallard;3-4-3;Lucumì;NO;2
8;Reazione di Mallard;3-4-3;Simeone;NO;3
8;Reazione di Mallard;3-4-3;Wesley;NO;4
8;Reazione di Mallard;3-4-3;Matic;NO;5
8;Reazione di Mallard;3-4-3;Durosinmi;NO;6
8;Reazione di Mallard;3-4-3;Caprile;NO;7
8;Reazione di Mallard;3-4-3;Butez;NO;8
8;Reazione di Mallard;3-4-3;Atta;NO;9
8;Reazione di Mallard;3-4-3;Hien;NO;10
8;Reazione di Mallard;3-4-3;David;NO;11
8;Reazione di Mallard;3-4-3;Doig;NO;12
8;Reazione di Mallard;3-4-3;Coco;NO;13
8;Reazione di Mallard;3-4-3;Rabiot;NO;14
8;Vietato Sognare FC;3-4-3;Muric;SI;0
8;Vietato Sognare FC;3-4-3;Muharemovic;SI;0
8;Vietato Sognare FC;3-4-3;Carlos Augusto;SI;0
8;Vietato Sognare FC;3-4-3;Dumfries;SI;0
8;Vietato Sognare FC;3-4-3;Santos A.;SI;0
8;Vietato Sognare FC;3-4-3;Zalewski;SI;0
8;Vietato Sognare FC;3-4-3;Maldini;SI;0
8;Vietato Sognare FC;3-4-3;Casadei;SI;0
8;Vietato Sognare FC;3-4-3;Malen;SI;0
8;Vietato Sognare FC;3-4-3;Moreo;SI;0
8;Vietato Sognare FC;3-4-3;Bonazzoli;SI;0
8;Vietato Sognare FC;3-4-3;Ratkov;NO;1
8;Vietato Sognare FC;3-4-3;Bremer;NO;2
8;Vietato Sognare FC;3-4-3;Modric;NO;3
8;Vietato Sognare FC;3-4-3;Castro S.;NO;4
8;Vietato Sognare FC;3-4-3;Zortea;NO;5
8;Vietato Sognare FC;3-4-3;Hojlund;NO;6
8;Vietato Sognare FC;3-4-3;Gollini;NO;7
8;Vietato Sognare FC;3-4-3;Bernabè;NO;8
8;Vietato Sognare FC;3-4-3;Pellegrini Lo.;NO;9
8;Vietato Sognare FC;3-4-3;Zambo Anguissa;NO;10
8;Vietato Sognare FC;3-4-3;Maripan;NO;11
8;Vietato Sognare FC;3-4-3;Svilar;NO;12
8;Vietato Sognare FC;3-4-3;Kristensen T.;NO;13
8;Vietato Sognare FC;3-4-3;Valeri;NO;14
9;ARCORE FC;3-4-3;Falcone;SI;0
9;ARCORE FC;3-4-3;N'Dicka;SI;0
9;ARCORE FC;3-4-3;Ostigard;SI;0
9;ARCORE FC;3-4-3;Di Lorenzo;SI;0
9;ARCORE FC;3-4-3;Tramoni M.;SI;0
9;ARCORE FC;3-4-3;Thorsby;SI;0
9;ARCORE FC;3-4-3;Zaragoza;SI;0
9;ARCORE FC;3-4-3;Cataldi;SI;0
9;ARCORE FC;3-4-3;Sanabria;SI;0
9;ARCORE FC;3-4-3;Thuram;SI;0
9;ARCORE FC;3-4-3;Colombo;SI;0
9;ARCORE FC;3-4-3;Esposito Se.;NO;1
9;ARCORE FC;3-4-3;Okoye;NO;2
9;ARCORE FC;3-4-3;Cambiaso;NO;3
9;ARCORE FC;3-4-3;Orsolini;NO;4
9;ARCORE FC;3-4-3;Pedro;NO;5
9;ARCORE FC;3-4-3;Konè M.;NO;6
9;ARCORE FC;3-4-3;Audero;NO;7
9;ARCORE FC;3-4-3;De Winter;NO;8
9;ARCORE FC;3-4-3;Sucic P.;NO;9
9;ARCORE FC;3-4-3;Akanji;NO;10
9;ARCORE FC;3-4-3;McTominay;NO;11
9;ARCORE FC;3-4-3;Bisseck;NO;12
9;ARCORE FC;3-4-3;Bonny;NO;13
9;ARCORE FC;3-4-3;Cuadrado;NO;14
9;FC San Marco Evangelista;3-4-3;Terracciano;SI;0
9;FC San Marco Evangelista;3-4-3;Delprato;SI;0
9;FC San Marco Evangelista;3-4-3;Circati;SI;0
9;FC San Marco Evangelista;3-4-3;Gila;SI;0
9;FC San Marco Evangelista;3-4-3;Dele-Bashiru;SI;0
9;FC San Marco Evangelista;3-4-3;Iling Junior;SI;0
9;FC San Marco Evangelista;3-4-3;Paz N.;SI;0
9;FC San Marco Evangelista;3-4-3;Brescianini;SI;0
9;FC San Marco Evangelista;3-4-3;De Ketelaere;SI;0
9;FC San Marco Evangelista;3-4-3;Boga;SI;0
9;FC San Marco Evangelista;3-4-3;Ferguson E.;SI;0
9;FC San Marco Evangelista;3-4-3;Odgaard;NO;1
9;FC San Marco Evangelista;3-4-3;Kalulu;NO;2
9;FC San Marco Evangelista;3-4-3;Cancellieri;NO;3
9;FC San Marco Evangelista;3-4-3;Palestra;NO;4
9;FC San Marco Evangelista;3-4-3;Miretti;NO;5
9;FC San Marco Evangelista;3-4-3;Pellegrino M.;NO;6
9;FC San Marco Evangelista;3-4-3;Ranieri L.;NO;7
9;FC San Marco Evangelista;3-4-3;Suzuki;NO;8
9;FC San Marco Evangelista;3-4-3;Yildiz;NO;9
9;FC San Marco Evangelista;3-4-3;Barella;NO;10
9;FC San Marco Evangelista;3-4-3;Saelemaekers;NO;11
9;FC San Marco Evangelista;3-4-3;Buongiorno;NO;12
9;FC San Marco Evangelista;3-4-3;Norton-Cuffy;NO;13
9;FC San Marco Evangelista;3-4-3;Maignan;NO;14
9;FC bianchi;3-4-3;Contini;SI;0
9;FC bianchi;3-4-3;Diego Carlos;SI;0
9;FC bianchi;3-4-3;Vasquez;SI;0
9;FC bianchi;3-4-3;Mina;SI;0
9;FC bianchi;3-4-3;Thuram K.;SI;0
9;FC bianchi;3-4-3;Sottil;SI;0
9;FC bianchi;3-4-3;Rovella;SI;0
9;FC bianchi;3-4-3;Harroui;SI;0
9;FC bianchi;3-4-3;Zapata D.;SI;0
9;FC bianchi;3-4-3;Leao;SI;0
9;FC bianchi;3-4-3;Davis K.;SI;0
9;FC bianchi;3-4-3;Mkhitaryan;NO;1
9;FC bianchi;3-4-3;Baschirotto;NO;2
9;FC bianchi;3-4-3;Comuzzo;NO;3
9;FC bianchi;3-4-3;McKennie;NO;4
9;FC bianchi;3-4-3;Fullkrug;NO;5
9;FC bianchi;3-4-3;Milinkovic-Savic V.;NO;6
9;FC bianchi;3-4-3;Meret;NO;7
9;FC bianchi;3-4-3;Vardy;NO;8
9;FC bianchi;3-4-3;Romagnoli;NO;9
9;FC bianchi;3-4-3;Isaksen;NO;10
9;FC bianchi;3-4-3;Dodò;NO;11
9;FC bianchi;3-4-3;Scalvini;NO;12
9;FC bianchi;3-4-3;Raspadori;NO;13
9;FC bianchi;3-4-3;Strefezza;NO;14
9;Sinuoso;3-4-3;Martinez Jo.;SI;0
9;Sinuoso;3-4-3;Bastoni;SI;0
9;Sinuoso;3-4-3;Heggem;SI;0
9;Sinuoso;3-4-3;Holm;SI;0
9;Sinuoso;3-4-3;Vergara;SI;0
9;Sinuoso;3-4-3;Ricci S.;SI;0
9;Sinuoso;3-4-3;Vlasic;SI;0
9;Sinuoso;3-4-3;Thorstvedt;SI;0
9;Sinuoso;3-4-3;Laurientè;SI;0
9;Sinuoso;3-4-3;Douvikas;SI;0
9;Sinuoso;3-4-3;Nzola;SI;0
9;Sinuoso;3-4-3;Locatelli;NO;1
9;Sinuoso;3-4-3;Di Gennaro;NO;2
9;Sinuoso;3-4-3;Olivera;NO;3
9;Sinuoso;3-4-3;Mancini;NO;4
9;Sinuoso;3-4-3;Nkunku;NO;5
9;Sinuoso;3-4-3;Martinez L.;NO;6
9;Sinuoso;3-4-3;Caracciolo A.;NO;7
9;Sinuoso;3-4-3;Calhanoglu;NO;8
9;Sinuoso;3-4-3;Sommer;NO;9
9;Sinuoso;3-4-3;De Roon;NO;10
9;Sinuoso;3-4-3;Spinazzola;NO;11
9;Sinuoso;3-4-3;Darmian;NO;12
9;Sinuoso;3-4-3;Conceicao;NO;13
9;Sinuoso;3-4-3;Esposito F.P.;NO;14
9;Makumba FC;3-4-3;Perin;SI;0
9;Makumba FC;3-4-3;Zappacosta;SI;0
9;Makumba FC;3-4-3;Gabbia;SI;0
9;Makumba FC;3-4-3;Tomori;SI;0
9;Makumba FC;3-4-3;Taylor K.;SI;0
9;Makumba FC;3-4-3;Zielinski;SI;0
9;Makumba FC;3-4-3;Rowe;SI;0
9;Makumba FC;3-4-3;Mandragora;SI;0
9;Makumba FC;3-4-3;Piccoli;SI;0
9;Makumba FC;3-4-3;Pinamonti;SI;0
9;Makumba FC;3-4-3;Adams C.;SI;0
9;Makumba FC;3-4-3;Orban G.;NO;1
9;Makumba FC;3-4-3;Estupinan;NO;2
9;Makumba FC;3-4-3;Fofana Y.;NO;3
9;Makumba FC;3-4-3;Dimarco;NO;4
9;Makumba FC;3-4-3;Di Gregorio;NO;5
9;Makumba FC;3-4-3;Pavlovic;NO;6
9;Makumba FC;3-4-3;Bellanova;NO;7
9;Makumba FC;3-4-3;Skorupski;NO;8
9;Makumba FC;3-4-3;Kean;NO;9
9;Makumba FC;3-4-3;Politano;NO;10
9;Makumba FC;3-4-3;Bartesaghi;NO;11
9;Makumba FC;3-4-3;Pulisic;NO;12
9;Makumba FC;3-4-3;Rodriguez Je.;NO;13
9;Makumba FC;3-4-3;Loftus-Cheek;NO;14
9;Nhamass dstrunz;3-4-3;Bijlow;SI;0
9;Nhamass dstrunz;3-4-3;Kossounou;SI;0
9;Nhamass dstrunz;3-4-3;Rrahmani;SI;0
9;Nhamass dstrunz;3-4-3;Tavares N.;SI;0
9;Nhamass dstrunz;3-4-3;Pasalic;SI;0
9;Nhamass dstrunz;3-4-3;Konè I.;SI;0
9;Nhamass dstrunz;3-4-3;Malinovskyi;SI;0
9;Nhamass dstrunz;3-4-3;Zaccagni;SI;0
9;Nhamass dstrunz;3-4-3;Krstovic;SI;0
9;Nhamass dstrunz;3-4-3;Berardi;SI;0
9;Nhamass dstrunz;3-4-3;Dybala;SI;0
9;Nhamass dstrunz;3-4-3;Sportiello;NO;1
9;Nhamass dstrunz;3-4-3;Valle;NO;2
9;Nhamass dstrunz;3-4-3;Carnesecchi;NO;3
9;Nhamass dstrunz;3-4-3;Kilicsoy;NO;4
9;Nhamass dstrunz;3-4-3;Ramon;NO;5
9;Nhamass dstrunz;3-4-3;Kempf;NO;6
9;Nhamass dstrunz;3-4-3;Tourè I.;NO;7
9;Nhamass dstrunz;3-4-3;Celik;NO;8
9;Nhamass dstrunz;3-4-3;Ekkelenkamp;NO;9
9;Nhamass dstrunz;3-4-3;Perrone;NO;10
9;Nhamass dstrunz;3-4-3;Soulè;NO;11
9;Nhamass dstrunz;3-4-3;Da Cunha;NO;12
9;Nhamass dstrunz;3-4-3;Scamacca;NO;13
9;Nhamass dstrunz;3-4-3;Kelly L.;NO;14
9;Reazione di Mallard;3-4-3;Butez;SI;0
9;Reazione di Mallard;3-4-3;Gosens;SI;0
9;Reazione di Mallard;3-4-3;Solet;SI;0
9;Reazione di Mallard;3-4-3;Coco;SI;0
9;Reazione di Mallard;3-4-3;Gudmundsson A.;SI;0
9;Reazione di Mallard;3-4-3;Cristante;SI;0
9;Reazione di Mallard;3-4-3;Matic;SI;0
9;Reazione di Mallard;3-4-3;Atta;SI;0
9;Reazione di Mallard;3-4-3;Solomon;SI;0
9;Reazione di Mallard;3-4-3;Vitinha O.;SI;0
9;Reazione di Mallard;3-4-3;David;SI;0
9;Reazione di Mallard;3-4-3;Provedel;NO;1
9;Reazione di Mallard;3-4-3;Doig;NO;2
9;Reazione di Mallard;3-4-3;Wesley;NO;3
9;Reazione di Mallard;3-4-3;Lukaku;NO;4
9;Reazione di Mallard;3-4-3;Rabiot;NO;5
9;Reazione di Mallard;3-4-3;Zaniolo;NO;6
9;Reazione di Mallard;3-4-3;Durosinmi;NO;7
9;Reazione di Mallard;3-4-3;Caprile;NO;8
9;Reazione di Mallard;3-4-3;Hien;NO;9
9;Reazione di Mallard;3-4-3;Martin;NO;10
9;Reazione di Mallard;3-4-3;Ederson D.S.;NO;11
9;Reazione di Mallard;3-4-3;Baturina;NO;12
9;Reazione di Mallard;3-4-3;Simeone;NO;13
9;Reazione di Mallard;3-4-3;Lucumì;NO;14
9;Vietato Sognare FC;3-4-3;Gollini;SI;0
9;Vietato Sognare FC;3-4-3;Zortea;SI;0
9;Vietato Sognare FC;3-4-3;Maripan;SI;0
9;Vietato Sognare FC;3-4-3;Valeri;SI;0
9;Vietato Sognare FC;3-4-3;Bernabè;SI;0
9;Vietato Sognare FC;3-4-3;Casadei;SI;0
